chr1	3015983	3015985	0.934	15	14	B	G	+	8	8	-	7	6
chr1	3016105	3016107	0.6	10	6	B	G	+	6	3	-	4	3
chr1	3016214	3016216	0.917	12	11	B	G	+	5	4	-	7	7
chr1	3016283	3016285	0.625	8	5	B	G	+	4	3	-	4	2
chr1	3016396	3016398	1	10	10	B	G	+	8	8	-	2	2
chr1	3016620	3016622	0.929	14	13	B	G	+	9	8	-	5	5
chr1	3016677	3016679	0.715	14	10	B	G	+	8	6	-	6	4
chr1	3016706	3016708	0.91	11	10	B	G	+	7	6	-	4	4
chr1	3016724	3016726	0.917	12	11	B	G	+	7	7	-	5	4
chr1	3016927	3016929	1	7	7	B	G	+	2	2	-	5	5
chr1	3017246	3017248	1	13	13	B	G	+	9	9	-	4	4
chr1	3017444	3017446	0.914	23	21	B	G	+	16	15	-	7	6
chr1	3017508	3017510	0.75	20	15	B	G	+	16	12	-	4	3
chr1	3017623	3017625	0.843	19	16	B	G	+	18	15	-	1	1
chr1	3017735	3017737	0.834	12	10	+	G	+	12	10	-	0	0
chr1	3017886	3017888	0.584	12	7	B	G	+	11	6	-	1	1
chr1	3018491	3018493	1	10	10	B	G	+	5	5	-	5	5
chr1	3018598	3018600	0.929	14	13	B	G	+	11	10	-	3	3
chr1	3018991	3018993	0.794	29	23	B	G	+	25	19	-	4	4
chr1	3019020	3019022	0.88	25	22	B	G	+	21	19	-	4	3
chr1	3019331	3019333	0.715	14	10	B	G	+	10	7	-	4	3
chr1	3019543	3019545	1	9	9	B	G	+	8	8	-	1	1
chr1	3019919	3019921	0.875	8	7	B	G	+	3	2	-	5	5
chr1	3020034	3020036	0.934	15	14	B	G	+	5	4	-	10	10
chr1	3020143	3020145	0.889	9	8	B	G	+	8	7	-	1	1
chr1	3020331	3020333	0.819	11	9	B	G	+	10	8	-	1	1
chr1	3020395	3020397	0.778	9	7	+	G	+	9	7	-	0	0
chr1	3020631	3020633	0.824	17	14	B	G	+	7	6	-	10	8
chr1	3020688	3020690	0.8	20	16	B	G	+	9	6	-	11	10
chr1	3020723	3020725	0.953	21	20	B	G	+	9	8	-	12	12
chr1	3020793	3020795	0.889	18	16	B	G	+	13	11	-	5	5
chr1	3020813	3020815	1	17	17	B	G	+	13	13	-	4	4
chr1	3020841	3020843	0.945	18	17	B	G	+	12	11	-	6	6
chr1	3020876	3020878	0.934	15	14	B	G	+	5	5	-	10	9
chr1	3020890	3020892	1	15	15	B	G	+	5	5	-	10	10
chr1	3020944	3020946	0.924	13	12	B	G	+	5	5	-	8	7
chr1	3020970	3020972	0.6	15	9	B	G	+	7	4	-	8	5
chr1	3020986	3020988	0.905	21	19	B	G	+	8	8	-	13	11
chr1	3021011	3021013	0.91	22	20	B	G	+	9	7	-	13	13
chr1	3021024	3021026	0.95	20	19	B	G	+	9	8	-	11	11
chr1	3021076	3021078	0.945	18	17	B	G	+	10	9	-	8	8
chr1	3021344	3021346	1	11	11	B	G	+	6	6	-	5	5
chr1	3021399	3021401	0.858	14	12	B	G	+	9	8	-	5	4
chr1	3021719	3021721	0.479	23	11	B	G	+	15	5	-	8	6
chr1	3022015	3022017	0.858	14	12	B	G	+	2	1	-	12	11
chr1	3022041	3022043	0.934	15	14	B	G	+	3	3	-	12	11
chr1	3022184	3022186	0.867	15	13	-	G	+	0	0	-	15	13
chr1	3022237	3022239	0.91	11	10	-	G	+	0	0	-	11	10
chr1	3022536	3022538	0.834	12	10	B	G	+	3	3	-	9	7
chr1	3022569	3022571	0.875	8	7	B	G	+	3	2	-	5	5
chr1	3022579	3022581	1	7	7	B	G	+	3	3	-	4	4
chr1	3023074	3023076	1	14	14	B	G	+	2	2	-	12	12
chr1	3023857	3023859	0.688	16	11	B	G	+	1	1	-	15	10
chr1	3023888	3023890	0.8	20	16	B	G	+	3	2	-	17	14
chr1	3025006	3025008	0.924	13	12	B	G	+	8	7	-	5	5
chr1	3025285	3025287	0.77	13	10	+	G	+	13	10	-	0	0
chr1	3025349	3025351	0.924	13	12	+	G	+	13	12	-	0	0
chr1	3025535	3025537	0.8	15	12	B	G	+	6	5	-	9	7
chr1	3026186	3026188	0.895	19	17	B	G	+	9	7	-	10	10
chr1	3026277	3026279	0.546	11	6	B	G	+	2	2	-	9	4
chr1	3026309	3026311	0.2	10	2	B	G	+	3	1	-	7	1
chr1	3026412	3026414	1	14	14	B	G	+	4	4	-	10	10
chr1	3026419	3026421	1	14	14	B	G	+	4	4	-	10	10
chr1	3026863	3026865	0.8	10	8	B	G	+	1	1	-	9	7
chr1	3026882	3026884	1	11	11	B	G	+	2	2	-	9	9
chr1	3026894	3026896	0.819	11	9	B	G	+	2	1	-	9	8
chr1	3026925	3026927	1	8	8	B	G	+	2	2	-	6	6
chr1	3026928	3026930	1	7	7	B	G	+	1	1	-	6	6
chr1	3026935	3026937	0.889	9	8	B	G	+	2	1	-	7	7
chr1	3026968	3026970	0.889	9	8	B	G	+	3	3	-	6	5
chr1	3027016	3027018	1	11	11	B	G	+	3	3	-	8	8
chr1	3027028	3027030	1	12	12	B	G	+	3	3	-	9	9
chr1	3027033	3027035	0.917	12	11	B	G	+	3	2	-	9	9
chr1	3027074	3027076	0.9	10	9	B	G	+	2	2	-	8	7
chr1	3027079	3027081	1	10	10	B	G	+	2	2	-	8	8
chr1	3027090	3027092	1	8	8	B	G	+	2	2	-	6	6
chr1	3027101	3027103	1	9	9	B	G	+	2	2	-	7	7
chr1	3027105	3027107	0.6	5	3	-	G	+	0	0	-	5	3
chr1	3027143	3027145	1	5	5	B	G	+	2	2	-	3	3
chr1	3027397	3027399	0.438	16	7	B	G	+	11	5	-	5	2
chr1	3027513	3027515	0.9	10	9	B	G	+	6	5	-	4	4
chr1	3027653	3027655	0.834	6	5	B	G	+	1	1	-	5	4
chr1	3028381	3028383	1	13	13	B	G	+	10	10	-	3	3
chr1	3028408	3028410	0.917	12	11	B	G	+	10	10	-	2	1
chr1	3029043	3029045	0.87	23	20	B	G	+	20	17	-	3	3
chr1	3029047	3029049	1	25	25	B	G	+	22	22	-	3	3
chr1	3029093	3029095	0.87	23	20	B	G	+	19	16	-	4	4
chr1	3029104	3029106	0.953	21	20	B	G	+	17	16	-	4	4
chr1	3029228	3029230	1	18	18	+	G	+	18	18	-	0	0
chr1	3030033	3030035	1	26	26	B	G	+	18	18	-	8	8
chr1	3030098	3030100	0.95	20	19	B	G	+	13	12	-	7	7
chr1	3030138	3030140	0.572	14	8	B	G	+	12	6	-	2	2
chr1	3031368	3031370	1	9	9	B	G	+	6	6	-	3	3
chr1	3031370	3031372	1	9	9	B	G	+	6	6	-	3	3
chr1	3031378	3031380	0.889	9	8	B	G	+	6	5	-	3	3
chr1	3031382	3031384	1	9	9	B	G	+	6	6	-	3	3
chr1	3031395	3031397	1	7	7	B	G	+	4	4	-	3	3
chr1	3031417	3031419	0.8	5	4	B	G	+	3	2	-	2	2
chr1	3031495	3031497	1	4	4	B	G	+	2	2	-	2	2
chr1	3031503	3031505	1	1	1	-	G	+	0	0	-	1	1
chr1	3031529	3031531	1	3	3	B	G	+	1	1	-	2	2
chr1	3031538	3031540	1	2	2	B	G	+	1	1	-	1	1
chr1	3031568	3031570	1	5	5	B	G	+	1	1	-	4	4
chr1	3031572	3031574	1	5	5	B	G	+	1	1	-	4	4
chr1	3031580	3031582	1	6	6	B	G	+	1	1	-	5	5
chr1	3031585	3031587	1	6	6	B	G	+	1	1	-	5	5
chr1	3031622	3031624	0.8	15	12	B	G	+	5	3	-	10	9
chr1	3031631	3031633	0.934	15	14	B	G	+	5	4	-	10	10
chr1	3031670	3031672	1	17	17	B	G	+	9	9	-	8	8
chr1	3031683	3031685	1	17	17	B	G	+	9	9	-	8	8
chr1	3031686	3031688	1	18	18	B	G	+	9	9	-	9	9
chr1	3031696	3031698	1	18	18	B	G	+	9	9	-	9	9
chr1	3031698	3031700	1	18	18	B	G	+	9	9	-	9	9
chr1	3031842	3031844	0.778	9	7	B	G	+	7	5	-	2	2
chr1	3032861	3032863	0.35	20	7	B	G	+	16	7	-	4	0
chr1	3033111	3033113	0.728	11	8	B	G	+	8	6	-	3	2
chr1	3033711	3033713	1	25	25	B	G	+	22	22	-	3	3
chr1	3033876	3033878	1	14	14	B	G	+	13	13	-	1	1
chr1	3034026	3034028	1	9	9	B	G	+	6	6	-	3	3
chr1	3034190	3034192	0.858	14	12	B	G	+	11	10	-	3	2
chr1	3034470	3034472	1	5	5	B	G	+	1	1	-	4	4
chr1	3034645	3034647	1	9	9	+	G	+	9	9	-	0	0
chr1	3035175	3035177	0.9	10	9	B	G	+	8	7	-	2	2
chr1	3035641	3035643	0.5	14	7	B	G	+	6	2	-	8	5
chr1	3035700	3035702	0.667	9	6	B	G	+	4	2	-	5	4
chr1	3035810	3035812	0.685	19	13	B	G	+	12	8	-	7	5
chr1	3035832	3035834	0.4	20	8	B	G	+	14	5	-	6	3
chr1	3035854	3035856	0.75	20	15	B	G	+	14	9	-	6	6
chr1	3035862	3035864	0.81	21	17	B	G	+	15	11	-	6	6
chr1	3035926	3035928	0.867	15	13	B	G	+	8	7	-	7	6
chr1	3036170	3036172	1	12	12	B	G	+	8	8	-	4	4
chr1	3036217	3036219	1	18	18	B	G	+	12	12	-	6	6
chr1	3036245	3036247	1	16	16	B	G	+	12	12	-	4	4
chr1	3037278	3037280	0.889	9	8	B	G	+	6	5	-	3	3
chr1	3037738	3037740	0.917	12	11	B	G	+	3	3	-	9	8
chr1	3037747	3037749	0.917	12	11	B	G	+	3	3	-	9	8
chr1	3037792	3037794	1	12	12	B	G	+	4	4	-	8	8
chr1	3037801	3037803	1	12	12	B	G	+	3	3	-	9	9
chr1	3037819	3037821	1	10	10	B	G	+	3	3	-	7	7
chr1	3037824	3037826	1	10	10	B	G	+	3	3	-	7	7
chr1	3037826	3037828	0.9	10	9	B	G	+	3	2	-	7	7
chr1	3037844	3037846	1	12	12	B	G	+	5	5	-	7	7
chr1	3037852	3037854	1	13	13	B	G	+	7	7	-	6	6
chr1	3037854	3037856	1	13	13	B	G	+	7	7	-	6	6
chr1	3037861	3037863	0.847	13	11	B	G	+	7	6	-	6	5
chr1	3037868	3037870	0.924	13	12	B	G	+	8	7	-	5	5
chr1	3037909	3037911	1	14	14	B	G	+	10	10	-	4	4
chr1	3037913	3037915	1	15	15	B	G	+	11	11	-	4	4
chr1	3037936	3037938	0.934	15	14	B	G	+	12	11	-	3	3
chr1	3037939	3037941	1	14	14	B	G	+	11	11	-	3	3
chr1	3037948	3037950	0.934	15	14	B	G	+	11	10	-	4	4
chr1	3037993	3037995	1	15	15	B	G	+	13	13	-	2	2
chr1	3038020	3038022	0.75	16	12	B	G	+	13	10	-	3	2
chr1	3038025	3038027	0.889	18	16	B	G	+	13	11	-	5	5
chr1	3038053	3038055	1	21	21	B	G	+	14	14	-	7	7
chr1	3038087	3038089	0.96	25	24	B	G	+	12	11	-	13	13
chr1	3038122	3038124	0.914	23	21	B	G	+	12	11	-	11	10
chr1	3038790	3038792	1	3	3	B	G	+	2	2	-	1	1
chr1	3038860	3038862	1	4	4	B	G	+	2	2	-	2	2
chr1	3038943	3038945	1	5	5	B	G	+	2	2	-	3	3
chr1	3038951	3038953	1	6	6	B	G	+	2	2	-	4	4
chr1	3039119	3039121	0.75	4	3	B	G	+	1	1	-	3	2
chr1	3039370	3039372	1	16	16	B	G	+	2	2	-	14	14
chr1	3039402	3039404	0.945	18	17	B	G	+	2	2	-	16	15
chr1	3039451	3039453	1	18	18	B	G	+	5	5	-	13	13
chr1	3039781	3039783	0.917	12	11	B	G	+	1	1	-	11	10
chr1	3039791	3039793	0.929	14	13	B	G	+	1	1	-	13	12
chr1	3039950	3039952	0.85	20	17	B	G	+	5	5	-	15	12
chr1	3040012	3040014	1	20	20	B	G	+	3	3	-	17	17
chr1	3040470	3040472	0.667	3	2	B	G	+	2	2	-	1	0
chr1	3040554	3040556	0.889	9	8	B	G	+	2	2	-	7	6
chr1	3040630	3040632	0.572	7	4	B	G	+	2	1	-	5	3
chr1	3040826	3040828	0.5	6	3	B	G	+	1	0	-	5	3
chr1	3040967	3040969	0.847	13	11	B	G	+	3	1	-	10	10
chr1	3041158	3041160	1	11	11	-	G	+	0	0	-	11	11
chr1	3041185	3041187	1	14	14	-	G	+	0	0	-	14	14
chr1	3041192	3041194	0.938	16	15	B	G	+	1	1	-	15	14
chr1	3041236	3041238	0.875	16	14	B	G	+	3	3	-	13	11
chr1	3041273	3041275	0.824	17	14	B	G	+	4	3	-	13	11
chr1	3041582	3041584	0.637	11	7	B	G	+	3	2	-	8	5
chr1	3041719	3041721	1	3	3	B	G	+	1	1	-	2	2
chr1	3041854	3041856	1	4	4	B	G	+	3	3	-	1	1
chr1	3042054	3042056	0.625	16	10	B	G	+	4	4	-	12	6
chr1	3042382	3042384	0.917	12	11	B	G	+	7	6	-	5	5
chr1	3042387	3042389	1	12	12	B	G	+	7	7	-	5	5
chr1	3042557	3042559	0.819	11	9	B	G	+	8	6	-	3	3
chr1	3042615	3042617	1	9	9	B	G	+	5	5	-	4	4
chr1	3042796	3042798	0.8	5	4	B	G	+	1	0	-	4	4
chr1	3042934	3042936	0.858	7	6	B	G	+	2	2	-	5	4
chr1	3043015	3043017	0.858	7	6	B	G	+	3	2	-	4	4
chr1	3043046	3043048	1	10	10	B	G	+	4	4	-	6	6
chr1	3043585	3043587	0.889	9	8	B	G	+	2	2	-	7	6
chr1	3043660	3043662	1	9	9	B	G	+	5	5	-	4	4
chr1	3043856	3043858	0.847	13	11	B	G	+	6	5	-	7	6
chr1	3043920	3043922	1	3	3	B	G	+	1	1	-	2	2
chr1	3043926	3043928	1	3	3	B	G	+	1	1	-	2	2
chr1	3044082	3044084	1	7	7	B	G	+	3	3	-	4	4
chr1	3044312	3044314	1	16	16	B	G	+	11	11	-	5	5
chr1	3044401	3044403	0.778	18	14	B	G	+	13	11	-	5	3
chr1	3044991	3044993	0.883	17	15	B	G	+	13	12	-	4	3
chr1	3045087	3045089	1	10	10	B	G	+	7	7	-	3	3
chr1	3045118	3045120	1	11	11	B	G	+	6	6	-	5	5
chr1	3045242	3045244	1	9	9	B	G	+	2	2	-	7	7
chr1	3045298	3045300	0.858	14	12	B	G	+	5	3	-	9	9
chr1	3045305	3045307	0.867	15	13	B	G	+	5	3	-	10	10
chr1	3045311	3045313	0.938	16	15	B	G	+	5	4	-	11	11
chr1	3045344	3045346	0.955	22	21	B	G	+	5	5	-	17	16
chr1	3045349	3045351	0.957	23	22	B	G	+	5	5	-	18	17
chr1	3045357	3045359	1	22	22	B	G	+	4	4	-	18	18
chr1	3045386	3045388	0.955	22	21	B	G	+	2	2	-	20	19
chr1	3045398	3045400	0.955	22	21	B	G	+	2	2	-	20	19
chr1	3045447	3045449	1	9	9	-	G	+	0	0	-	9	9
chr1	3045568	3045570	0.938	16	15	B	G	+	3	3	-	13	12
chr1	3045616	3045618	0.847	13	11	B	G	+	5	4	-	8	7
chr1	3045764	3045766	0.875	8	7	B	G	+	3	3	-	5	4
chr1	3046065	3046067	1	13	13	B	G	+	9	9	-	4	4
chr1	3046232	3046234	0.858	14	12	B	G	+	7	7	-	7	5
chr1	3046316	3046318	1	10	10	B	G	+	2	2	-	8	8
chr1	3046825	3046827	0.667	6	4	B	G	+	3	2	-	3	2
chr1	3047026	3047028	0.584	12	7	B	G	+	4	1	-	8	6
chr1	3047479	3047481	0.91	33	30	B	G	+	13	11	-	20	19
chr1	3047844	3047846	0.889	9	8	-	G	+	0	0	-	9	8
chr1	3048461	3048463	0.875	8	7	B	G	+	5	4	-	3	3
chr1	3048503	3048505	0.625	16	10	B	G	+	6	4	-	10	6
chr1	3050023	3050025	1	16	16	B	G	+	1	1	-	15	15
chr1	3050031	3050033	1	15	15	B	G	+	1	1	-	14	14
chr1	3051040	3051042	1	8	8	B	G	+	2	2	-	6	6
chr1	3051074	3051076	1	6	6	B	G	+	2	2	-	4	4
chr1	3051131	3051133	1	10	10	B	G	+	3	3	-	7	7
chr1	3051591	3051593	0.667	15	10	B	G	+	12	10	-	3	0
chr1	3051938	3051940	0.867	15	13	B	G	+	4	4	-	11	9
chr1	3052258	3052260	0.77	13	10	B	G	+	3	2	-	10	8
chr1	3052546	3052548	0.889	9	8	B	G	+	2	1	-	7	7
chr1	3052606	3052608	1	9	9	B	G	+	2	2	-	7	7
chr1	3052614	3052616	1	8	8	B	G	+	3	3	-	5	5
chr1	3052622	3052624	1	8	8	B	G	+	3	3	-	5	5
chr1	3052663	3052665	1	9	9	B	G	+	4	4	-	5	5
chr1	3052666	3052668	1	9	9	B	G	+	4	4	-	5	5
chr1	3052822	3052824	0.589	17	10	B	G	+	3	3	-	14	7
chr1	3052954	3052956	0.847	13	11	B	G	+	7	6	-	6	5
chr1	3052961	3052963	1	12	12	B	G	+	7	7	-	5	5
chr1	3052974	3052976	0.847	13	11	B	G	+	8	7	-	5	4
chr1	3053017	3053019	0.924	13	12	B	G	+	8	8	-	5	4
chr1	3053026	3053028	1	14	14	B	G	+	9	9	-	5	5
chr1	3053047	3053049	0.924	13	12	B	G	+	10	9	-	3	3
chr1	3053059	3053061	1	15	15	B	G	+	12	12	-	3	3
chr1	3053063	3053065	0.929	14	13	B	G	+	12	11	-	2	2
chr1	3053066	3053068	1	13	13	B	G	+	12	12	-	1	1
chr1	3053075	3053077	1	13	13	B	G	+	12	12	-	1	1
chr1	3053082	3053084	1	14	14	B	G	+	13	13	-	1	1
chr1	3053093	3053095	0.929	14	13	B	G	+	13	12	-	1	1
chr1	3053100	3053102	1	15	15	B	G	+	14	14	-	1	1
chr1	3053122	3053124	1	14	14	B	G	+	13	13	-	1	1
chr1	3053124	3053126	1	14	14	B	G	+	13	13	-	1	1
chr1	3053154	3053156	1	15	15	B	G	+	14	14	-	1	1
chr1	3053166	3053168	0.929	14	13	B	G	+	13	12	-	1	1
chr1	3053173	3053175	0.924	13	12	B	G	+	12	11	-	1	1
chr1	3053179	3053181	1	13	13	B	G	+	12	12	-	1	1
chr1	3053183	3053185	0.924	13	12	B	G	+	11	10	-	2	2
chr1	3053186	3053188	1	12	12	B	G	+	10	10	-	2	2
chr1	3053481	3053483	1	11	11	B	G	+	7	7	-	4	4
chr1	3053494	3053496	1	12	12	B	G	+	8	8	-	4	4
chr1	3053537	3053539	0.91	11	10	B	G	+	7	7	-	4	3
chr1	3053570	3053572	1	7	7	B	G	+	5	5	-	2	2
chr1	3053738	3053740	0.737	19	14	B	G	+	8	6	-	11	8
chr1	3053780	3053782	0.827	23	19	B	G	+	11	9	-	12	10
chr1	3053797	3053799	0.778	27	21	B	G	+	12	9	-	15	12
chr1	3053814	3053816	0.963	27	26	B	G	+	11	10	-	16	16
chr1	3053816	3053818	0.815	27	22	B	G	+	11	10	-	16	12
chr1	3053896	3053898	0.9	10	9	B	G	+	5	5	-	5	4
chr1	3053963	3053965	1	8	8	B	G	+	4	4	-	4	4
chr1	3053983	3053985	0.9	10	9	B	G	+	6	5	-	4	4
chr1	3054147	3054149	1	16	16	B	G	+	8	8	-	8	8
chr1	3054207	3054209	0.765	17	13	B	G	+	8	6	-	9	7
chr1	3054303	3054305	0.96	25	24	B	G	+	14	13	-	11	11
chr1	3054360	3054362	0.8	25	20	B	G	+	12	11	-	13	9
chr1	3054393	3054395	0.92	25	23	B	G	+	11	9	-	14	14
chr1	3054430	3054432	1	17	17	B	G	+	6	6	-	11	11
chr1	3054462	3054464	0.917	12	11	B	G	+	3	3	-	9	8
chr1	3054490	3054492	0.867	15	13	B	G	+	3	3	-	12	10
chr1	3054560	3054562	0.75	16	12	B	G	+	5	4	-	11	8
chr1	3054742	3054744	0.91	11	10	B	G	+	10	10	-	1	0
chr1	3054809	3054811	0.945	18	17	B	G	+	8	7	-	10	10
chr1	3054852	3054854	0.895	19	17	B	G	+	8	8	-	11	9
chr1	3054882	3054884	0.81	21	17	B	G	+	10	7	-	11	10
chr1	3054942	3054944	0.948	19	18	B	G	+	8	8	-	11	10
chr1	3055000	3055002	1	19	19	B	G	+	6	6	-	13	13
chr1	3055042	3055044	1	19	19	B	G	+	7	7	-	12	12
chr1	3055094	3055096	0.534	15	8	B	G	+	5	3	-	10	5
chr1	3055148	3055150	1	16	16	B	G	+	4	4	-	12	12
chr1	3055182	3055184	0.929	14	13	B	G	+	5	4	-	9	9
chr1	3055249	3055251	1	4	4	B	G	+	2	2	-	2	2
chr1	3055365	3055367	0.75	8	6	B	G	+	5	3	-	3	3
chr1	3055664	3055666	0.667	15	10	B	G	+	12	7	-	3	3
chr1	3055755	3055757	0.778	9	7	B	G	+	8	6	-	1	1
chr1	3055781	3055783	1	10	10	+	G	+	10	10	-	0	0
chr1	3056153	3056155	0.667	6	4	B	G	+	3	2	-	3	2
chr1	3056509	3056511	0.819	11	9	B	G	+	6	5	-	5	4
chr1	3056514	3056516	0.917	12	11	B	G	+	7	7	-	5	4
chr1	3056612	3056614	0.75	12	9	B	G	+	6	4	-	6	5
chr1	3056845	3056847	1	4	4	B	G	+	1	1	-	3	3
chr1	3056901	3056903	0.834	6	5	B	G	+	2	1	-	4	4
chr1	3057072	3057074	1	2	2	-	G	+	0	0	-	2	2
chr1	3057452	3057454	1	9	9	B	G	+	5	5	-	4	4
chr1	3057678	3057680	0.847	13	11	B	G	+	6	5	-	7	6
chr1	3057751	3057753	0.765	17	13	B	G	+	3	2	-	14	11
chr1	3057829	3057831	0.934	15	14	B	G	+	1	1	-	14	13
chr1	3057872	3057874	0.945	18	17	B	G	+	4	4	-	14	13
chr1	3057975	3057977	0.778	9	7	B	G	+	4	4	-	5	3
chr1	3058613	3058615	1	15	15	B	G	+	4	4	-	11	11
chr1	3058671	3058673	0.942	17	16	B	G	+	4	4	-	13	12
chr1	3058770	3058772	0.847	13	11	B	G	+	3	3	-	10	8
chr1	3058809	3058811	1	10	10	B	G	+	2	2	-	8	8
chr1	3058811	3058813	0.9	10	9	B	G	+	2	2	-	8	7
chr1	3058837	3058839	1	7	7	B	G	+	1	1	-	6	6
chr1	3058899	3058901	1	7	7	B	G	+	3	3	-	4	4
chr1	3058919	3058921	1	9	9	B	G	+	3	3	-	6	6
chr1	3058938	3058940	1	12	12	B	G	+	3	3	-	9	9
chr1	3058974	3058976	1	15	15	B	G	+	5	5	-	10	10
chr1	3059016	3059018	1	18	18	B	G	+	7	7	-	11	11
chr1	3059040	3059042	1	17	17	B	G	+	8	8	-	9	9
chr1	3059044	3059046	0.945	18	17	B	G	+	8	7	-	10	10
chr1	3059165	3059167	0.934	15	14	B	G	+	7	6	-	8	8
chr1	3059181	3059183	1	16	16	B	G	+	7	7	-	9	9
chr1	3059277	3059279	0.637	11	7	B	G	+	4	3	-	7	4
chr1	3059379	3059381	0.75	8	6	B	G	+	2	2	-	6	4
chr1	3059399	3059401	0.858	7	6	B	G	+	3	3	-	4	3
chr1	3059414	3059416	1	9	9	B	G	+	4	4	-	5	5
chr1	3059426	3059428	1	7	7	B	G	+	3	3	-	4	4
chr1	3059435	3059437	1	7	7	B	G	+	3	3	-	4	4
chr1	3059483	3059485	0.728	11	8	B	G	+	5	4	-	6	4
chr1	3059573	3059575	0.834	12	10	B	G	+	8	7	-	4	3
chr1	3059581	3059583	0.847	13	11	B	G	+	8	7	-	5	4
chr1	3059589	3059591	0.934	15	14	B	G	+	8	7	-	7	7
chr1	3059633	3059635	0.734	15	11	B	G	+	5	4	-	10	7
chr1	3059664	3059666	0.556	18	10	B	G	+	6	6	-	12	4
chr1	3059683	3059685	0.2	15	3	B	G	+	4	0	-	11	3
